Geo, TT,CFMAX,SFCF,CFR,CWH,FC,LP,BETA,PERC,UZL,K0,K1,K2,WP,SNOW,RAIN,SFCFCORRECTION,end
0,0.265507,3.81996,1.12999,0.05,0.1,493.289,37.4131,3.57094,0.978938,451.56,0.554265,0.0180484,0.0342281,5.09967,-1.32458,3.18407,1.11643,0
