LATIN_NAM,COMMON_NAM,SP_TYPE,HAB_USE,CEREALS,WNTR_CRLS,OILSEED,CORN,SOYBEANS,VEGETABLES,BERRIES,FRUIT_TREE,OTR_CRPS,SOD,PULSES,SUMMF,TAME,IMPAST,UNIMPAST,GRSSHRBWD,ANTHROP,WDLT_PLANT,WD_INTR,WD_NO_INT,SB_TREE,SB_GRS_HRB,RIP_WD,RIP_GRSHRB,RIP_AG,WTLD_W_MRG,WTLD_N_MAR,WTLD_OPWAT,WTLD_PEAT,WT_TS_SWMP,IDLE_LND
Empidonax alnorum,Alder Flycatcher,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,0
Empidonax traillii,Willow Flycatcher,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0,0,2,2
Empidonax minimus,Least Flycatcher,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,2,0,2,0,0,0,0,0,0,0,0
Sayornis phoebe,Eastern Phoebe,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,0
Myiarchus crinitus,Great Crested Flycatcher,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,2,0,2,0,2,0
Tyrannus tyrannus,Eastern Kingbird,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,0,0,0,2,0,2,0,0,2,0,0,0,2,2
Eremophila alpestris,Horned Lark,1,C,1,1,1,1,1,1,2,0,2,2,1,1,3,2,2,3,3,0,0,0,3,2,0,2,2,2,2,0,3,0,2
Progne subis,Purple Martin,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,2,0,0,0,0,0,0,2,0
Tachycineta bicolor,Tree Swallow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,2,3,2,2,2,0,2,0,0,0,0,0,2,2,2
Stelgidopteryx serripennis,Northern Rough-winged Swallow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,1,1,0,0,0,0,2,3
Riparia riparia,Bank Swallow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,1,1,1,0,0,0,0,2,3
Petrochelidon pyrrhonota,Cliff Swallow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,2,3
Hirundo rustica,Barn Swallow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,2,3
Perisoreus canadensis,Gray Jay,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,2,0,0,0,0,0,1,1,0
Cyanocitta cristata,Blue Jay,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,3,2,2
Corvus brachyrhynchos,American Crow,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,3,2,2
Corvus corax,Common Raven,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,3,0,2,0,0,0,0,0,3,2,0
Poecile atricapillus,Black-capped Chickadee,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,3,0,0,2,2,2
Baeolophus bicolor,Tufted Titmouse,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0,0,0,0,0,2,0
Sitta canadensis,Red-breasted Nuthatch,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,1,0,0,0,0,0,2,1,0
Sitta carolinensis,White-breasted Nuthatch,1,C,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,2,3,1,2,3,0,2,0,0,0,0,0,0,2,3
Certhia americana,Brown Creeper,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,2,1,0
Thryothorus ludovicianus,Carolina Wren,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,2,0,0,0,0,0,0,2,0
Troglodytes aedon,House Wren,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,2,2
Troglodytes troglodytes,Winter Wren,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,2,0,0,2,0,0,2,2,0
Cistothorus platensis,Sedge Wren,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,2,3,2
Cistothorus palustris,Marsh Wren,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,3,0,0,0,0
Regulus satrapa,Golden-crowned Kinglet,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,2,0,0,0,0,0,2,2,0
Regulus calendula,Ruby-crowned Kinglet,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,3,0,0,1,0,0,0,0,0,1,1,0
Polioptila caerulea,Blue-gray Gnatcatcher,1,C,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,3,2,0,0,0,1,0,0,0,0,0,0,1,0
Sialia sialis,Eastern Bluebird,1,C,0,0,0,0,0,0,2,2,0,0,0,0,0,2,2,1,2,2,0,2,1,3,2,2,0,3,3,0,3,2,2
Catharus fuscescens,Veery,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,3,1,3
Catharus minimus,Gray-cheeked Thrush,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catharus ustulatus,Swainson's Thrush,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,2,2,0
Catharus guttatus,Hermit Thrush,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,3,0,0,0,0,0,2,3,2
Hylocichla mustelina,Wood Thrush,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,0,2,3
Turdus migratorius,American Robin,1,C,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,2
Dumetella carolinensis,Gray Catbird,1,C,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,2,2,2,0,1,0,0,0,0,0,3,1,2
Mimus polyglottos,Northern Mockingbird,1,C,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,2,1,3,0,2,2,0,2,0,0,0,0,0,0,3,2
Toxostoma rufum,Brown Thrasher,1,C,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,1,3,2,2,2,2,0,2,0,0,0,0,0,3,3,2
Anthus rubescens,American Pipit,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombycilla garrulus,Bohemian Waxwing,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bombycilla cedrorum,Cedar Waxwing,1,C,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,2,2,2
Lanius excubitor,Northern Shrike,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lanius ludovicianus,Loggerhead Shrike,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
Sturnus vulgaris,European Starling,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,2,2,0,2,0,0,0,0,0,0,2,2
Vireo griseus,White-eyed Vireo,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,0,0,0,2,1
Vireo solitarius,Blue-headed Vireo,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,2,2,0
Vireo flavifrons,Yellow-throated Vireo,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0
Vireo gilvus,Warbling Vireo,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,2,2,0,1,0,0,0,0,0,0,1,2
Vireo philadelphicus,Philadelphia Vireo,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,3
Vireo olivaceus,Red-eyed Vireo,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,1,1,2,0,1,0,0,0,0,0,0,1,2
Vermivora pinus,Blue-winged Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,0,2,0,0,0,0,0,0,2,2
Vermivora chrysoptera,Golden-winged Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,2,2,0,0,0,0,0,0,0,0,0,2,2
Vermivora peregrina,Tennessee Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,3
Vermivora celata,Orange-crowned Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vermivora ruficapilla,Nashville Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,1,0,0,0,0,0,1,1,2
Parula americana,Northern Parula,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,2,2,0
Dendroica petechia,Yellow Warbler,1,C,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,2,2,2,2,2,3,1,2,0,3,3,0,2,1,2
Dendroica pensylvanica,Chestnut-sided Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,1,0,0,0,0,0,0,2,2
Dendroica magnolia,Magnolia Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,2
Dendroica tigrina,Cape May Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,2,1,0
Dendroica caerulescens,Black-throated Blue Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,3,2,0
Dendroica coronata,Yellow-rumped Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,3,0,1,0,0,0,0,0,1,2,2
Dendroica virens,Black-throated Green Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,3,0,1,0,0,0,0,0,3,1,3
Dendroica fusca,Blackburnian Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,1,0,0,0,0,0,3,1,0
Dendroica pinus,Pine Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,3,0,1,0,0,0,0,0,3,2,0
Dendroica discolor,Prairie Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0
Dendroica palmarum,Palm Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Dendroica castanea,Bay-breasted Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,0,0,0,0,0,2,1,0
Dendroica striata,Blackpoll Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dendroica cerulea,Cerulean Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,1,0,0,0,0,0,0,0,0
Mniotilta varia,Black-and-White Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,0,0,1,0,0,0,0,0,2,2,2
Setophaga ruticilla,American Redstart,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,2,2,0,1,0,0,0,0,0,2,1,2
Protonotaria citrea,Prothonotary Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
Seiurus aurocapilla,Ovenbird,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,1,0,0,0,0,0,2,2,3
Seiurus noveboracensis,Northern Waterthrush,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,2,3,0,2,1,0
Seiurus motacilla,Louisiana Waterthrush,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,0
Oporornis agilis,Connecticut Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oporornis philadelphia,Mourning Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,0,0,1,0,0,0,0,0,2,1,2
Geothlypis trichas,Common Yellowthroat,1,C,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,0,2,2,2,3,0,1,2,0,2,2,0,1,1,2
Wilsonia citrina,Hooded Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
Wilsonia pusilla,Wilson's Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wilsonia canadensis,Canada Warbler,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,0,0,1,0,0,0,0,0,2,1,0
Icteria virens,Yellow-breasted Chat,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,2,0,0,0,0,0,0,0,1
Piranga olivacea,Scarlet Tanager,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,2,3,0,2,0,0,0,0,0,0,2,3
Cardinalis cardinalis,Northern Cardinal,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,0,2,2
Pheucticus ludovicianus,Rose-breasted Grosbeak,1,C,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,2,3,1,2,2,0,1,0,0,2,0,0,0,1,0
Passerina cyanea,Indigo Bunting,1,C,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,0,0,0,2,2
Pipilo erythrophthalmus,Eastern Towhee,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,1
Spizella arborea,American Tree Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spizella passerina,Chipping Sparrow,1,C,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,3,0,0,3,3,2
Spizella pallida,Clay-colored Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,3,0,0,0,0,0,0,0,0,0,1
Spizella pusilla,Field Sparrow,1,C,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,0,2,0,3,3,0,0,0,0,0,0,0,0,0,1
Pooecetes gramineus,Vesper Sparrow,1,C,2,2,2,2,2,2,2,2,2,0,2,2,2,2,2,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Passerculus sandwichensis,Savannah Sparrow,1,C,0,0,0,0,0,0,2,0,0,0,0,0,1,2,2,2,2,0,0,0,0,2,0,2,0,2,2,0,2,0,1
Ammodramus savannarum,Grasshopper Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,0,0,0,0,0,3,0,3,0,0,0,0,0,0,2
Ammodramus henslowii,Henslow's Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1
Ammodramus leconteii,Le Conte's Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,0,0,0,2,0,2,0,1,0,0,0,3,1
Ammodramus nelsoni,Nelson's Sharp-tailed Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
Passerella iliaca,Fox Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Melospiza melodia,Song Sparrow,1,C,0,0,0,0,0,0,2,2,0,0,0,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2
Melospiza lincolnii,Lincoln's Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0
Melospiza georgiana,Swamp Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,2,0,2,1,2
Zonotrichia albicollis,White-throated Sparrow,1,C,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,0,0,3,0,0,2,2,2
Zonotrichia leucophrys,White-crowned Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Junco hyemalis,Dark-eyed Junco,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,3,0,0
Calcarius lapponicus,Lapland Longspur,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Plectrophenax nivalis,Snow Bunting,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolichonyx oryzivorus,Bobolink,1,C,2,2,2,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,1
Agelaius phoeniceus,Red-winged Blackbird,1,C,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,0,0,2,2,2,0,2,2,1,1,0,0,2,2
Sturnella magna,Eastern Meadowlark,1,C,2,2,0,0,0,0,0,2,0,0,0,0,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Sturnella neglecta,Western Meadowlark,1,C,2,2,0,0,0,0,0,2,0,0,0,0,2,1,1,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2
Xanthocephalus xanthocephalus,Yellow-headed Blackbird,1,C,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,3,2,2,2,2,2,1,1,1,0,2,2
Euphagus carolinus,Rusty Blackbird,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,1,0
Euphagus cyanocephalus,Brewer's Blackbird,1,C,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,0,2,2,2,2,0,2,0,0,2,3,2
Quiscalus quiscula,Common Grackle,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,2,0,2,2,2
Molothrus ater,Brown-headed Cowbird,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,2,2,0,2,2,0
Icterus spurius,Orchard Oriole,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,3
Icterus galbula,Baltimore Oriole,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,2,3
Pinicola enucleator,Pine Grosbeak,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Carpodacus purpureus,Purple Finch,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,0,0
Carpodacus mexicanus,House Finch,1,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Loxia curvirostra,Red Crossbill,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,2,0,0
Loxia leucoptera,White-winged Crossbill,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,2,0,0,0,0,0,1,1,0
Carduelis flammea,Common Redpoll,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis hornemanni,Hoary Redpoll,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Carduelis pinus,Pine Siskin,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0,0,1,0,0,0,0,0,2,2,0
Carduelis tristis,American Goldfinch,1,C,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,2,0,2,2,0,0,2,2
Coccothraustes vespertinus,Evening Grosbeak,1,C,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,1,0,0,0,1,0,0,0,0,0,0,2,0
Passer domesticus,House Sparrow,1,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Didelphis virginiana,Virginia Opposum,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,0,0,0,0,0,0,0,2
Sorex cinereus,Masked Shrew,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,0,2,0,0,2,2,2
Sorex palustris,Water Shrew,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,3,0,1,1,0
Sorex fumeus,Smoky Shrew,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,1,0,0,1,0,0,2,0,0,2,2,2
Sorex hoyi,Pygmy Shrew,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,2,2,2,2,0,2,2,0,2,2,2
Blarina brevicauda,Northern Short-tailed Shrew,2,C,2,2,2,2,2,2,2,2,2,0,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,2,2,2
Parascalops breweri,Hairy-tailed Mole,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,2,2,0,0,0,0,0,0,0,0,0,2
Scalopus aquaticus,Eastern Mole,2,C,3,3,3,3,3,3,3,2,3,0,3,3,3,3,2,2,2,2,1,2,1,2,2,2,3,0,0,0,0,0,2
Condylura cristata,Star-nosed Mole,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,0,2,2,2,2,2,2,2,2,2
Myotis lucifugus,Little Brown Myotis,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,2,2,0
Myotis leibii,Eastern small-footed Myotis,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Myotis septentrionalis,Northern Myotis,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,2,3,3,0,2,0,0,0,0,0,2,2,0
Lasionycteris noctivagans,Silver-haired Bat,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,2,0,1,0,0,0,0,0,0,0,0
Pipistrellus subflavus,Eastern Pipistrelle,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,3,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Eptesicus fuscus,Big Brown Bat,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Lasiurus borealis,Eastern Red Bat,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0
Lasiurus cinereus,Hoary Bat,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Sylvilagus floridanus,Eastern Cottontail,2,C,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,2,2,2,2,2,2,2,2,2,0,0,0,0,0,2,2
Lepus americanus,Snowshoe Hare,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0
Oryctolagus cuniculus,European Hare,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tamias striatus,Eastern Chipmunk,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0
Marmota monax,Woodchuck,2,C,0,0,0,0,0,0,0,2,0,0,0,0,2,2,2,2,2,3,3,3,2,2,3,2,2,0,0,0,0,0,0
Sciurus carolinensis,Eastern Gray Squirrel,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,1,2,0,0,1,0,0,0,0,0,0,0,0
Sciurus niger,Eastern Fox Squirrel,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,2,2,2,0,2,0,0,0,0,0,0,0,0
Tamiasciurus hudsonicus,Red Squirrel,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,2,0,1,0,0,0,0,0,2,2,0
Glaucomys volans,Southern Flying Squirrel,2,C,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0
Glaucomys sabrinus,Northern Flying Squirrel,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,0,0,0,2,0
Castor canadensis,American Beaver,2,C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,2,2
