Test ,mont,day,year,hour,nib,prec_mm,temp_C
1480,2,13,2000,12,0,0.508,3.788888889
1481,2,14,2000,12,0,9.652,10.37222222
1482,2,15,2000,12,0,0,6.088888889
1483,2,16,2000,12,0,0,4.311111111
1484,2,17,2000,12,0,0,2.6
1485,2,18,2000,12,0,0,0.3
1486,2,19,2000,12,0,0,2.166666667
1487,2,20,2000,12,0,0,4.305555556
1488,2,21,2000,12,0,0,9.905555556
1489,2,22,2000,12,0,4.572,7.444444444
1490,2,23,2000,12,0,22.098,5.527777778
1491,2,24,2000,12,0,3.048,2.072222222
1492,2,25,2000,12,0,0,1.683333333
1493,2,26,2000,12,0,3.048,5.805555556
1494,2,27,2000,12,0,6.35,7.961111111
1495,2,28,2000,12,0,0.254,5.744444444
1496,2,29,2000,12,0,2.794,5.583333333
1497,3,1,2000,12,0,0.508,4.8
1498,3,2,2000,12,0,0,6.094444444
1499,3,3,2000,12,0,0,5.644444444
1500,3,4,2000,12,0,0,11.33888889
1501,3,5,2000,12,0,3.048,8.572222222
1502,3,6,2000,12,0,4.064,6.088888889
1503,3,7,2000,12,0,0.254,4.605555556
1504,3,8,2000,12,0,0,6
1505,3,9,2000,12,0,12.446,3.383333333
1506,3,10,2000,12,0,0.762,4.805555556
1507,3,11,2000,12,0,0.254,6.744444444
1508,3,12,2000,12,0,0,3.638888889
1509,3,13,2000,12,0,0,6.172222222
1510,3,14,2000,12,0,1.27,9.161111111
1511,3,15,2000,12,0,0,5.433333333
1512,3,16,2000,12,0,7.366,5.4
1513,3,17,2000,12,0,0.254,4.044444444
1514,3,18,2000,12,0,1.778,6.011111111
1515,3,19,2000,12,0,5.334,5.827777778
1516,3,20,2000,12,0,0,3.633333333
1517,3,21,2000,12,0,0,4.333333333
1518,3,22,2000,12,0,0,10.62222222
1519,3,23,2000,12,0,4.826,6.944444444
1520,3,24,2000,12,0,0,5.905555556
1521,3,25,2000,12,0,0,9.466666667
1522,3,26,2000,12,0,0,10.11111111
1523,3,27,2000,12,0,0.254,10.49444444
1524,3,28,2000,12,0,0,6.427777778
1525,3,29,2000,12,0,0,4.161111111
1526,3,30,2000,12,0,0,5.072222222
1527,3,31,2000,12,0,0,7.75
1528,4,1,2000,12,0,0,9.744444444
1529,4,2,2000,12,0,0,13.00555556
1530,4,3,2000,12,0,0,12.92777778
1531,4,4,2000,12,0,0,15.90555556
1532,4,5,2000,12,0,0,10.80555556
1533,4,6,2000,12,0,0.254,10.73333333
1534,4,7,2000,12,0,0,8.25
1535,4,8,2000,12,0,0,11.23333333
1536,4,9,2000,12,0,5.842,10.88333333
1537,4,10,2000,12,0,0.254,11.13888889
1538,4,11,2000,12,0,0,13.35
1539,4,12,2000,12,0,0.762,16.12777778
1540,4,13,2000,12,0,7.112,12.87222222
1541,4,14,2000,12,0,1.27,11.19444444
1542,4,15,2000,12,0,0.254,10.12222222
1543,4,16,2000,12,0,0.254,10.86111111
1544,4,17,2000,12,0,0,14.63333333
1545,4,18,2000,12,0,4.572,13.22777778
1546,4,19,2000,12,0,0.762,13.06666667
1547,4,20,2000,12,0,3.048,14.03888889
1548,4,21,2000,12,0,0.254,13.91666667
1549,4,22,2000,12,0,0.508,12.91666667
1550,4,23,2000,12,0,0,8.733333333
1551,4,24,2000,12,0,0.254,7.9
1552,4,25,2000,12,0,1.524,11.78888889
1553,4,26,2000,12,0,0,12.19444444
1554,4,27,2000,12,0,0,17.39444444
1555,4,28,2000,12,0,0,12.36666667
1556,4,29,2000,12,0,0,8.783333333
1557,4,30,2000,12,0,0,12.7
1558,5,1,2000,12,0,0,16.75555556
1559,5,2,2000,12,0,0,16.57222222
1560,5,3,2000,12,0,0.254,16.2
1561,5,4,2000,12,0,0,13.06666667
1562,5,5,2000,12,0,4.064,12.12777778
1563,5,6,2000,12,0,0,11.03888889
1564,5,7,2000,12,0,9.398,10.75555556
1565,5,8,2000,12,0,3.302,11.87222222
1566,5,9,2000,12,0,3.048,12.36111111
1567,5,10,2000,12,0,1.524,7.466666667
1568,5,11,2000,12,0,2.794,5.822222222
1569,5,12,2000,12,0,0,8.211111111
1570,5,13,2000,12,0,0.254,14.15555556
1571,5,14,2000,12,0,0.254,14.79444444
1572,5,15,2000,12,0,0,15.06666667
1573,5,16,2000,12,0,0.254,15.27777778
1574,5,17,2000,12,0,0,16.45
1575,5,18,2000,12,0,0,14.50555556
1576,5,19,2000,12,0,0,15.47222222
1577,5,20,2000,12,0,0,16.45
1578,5,21,2000,12,0,0,19.2
1579,5,22,2000,12,0,0.254,20.12777778
1580,5,23,2000,12,0,0,17.68888889
1581,5,24,2000,12,0,0,18.62222222
1582,5,25,2000,12,0,0.508,16.28333333
1583,5,26,2000,12,0,0,16.23888889
1584,5,27,2000,12,0,0.508,18.71666667
1585,5,28,2000,12,0,0,17.11111111
1586,5,29,2000,12,0,0.254,14.45
1587,5,30,2000,12,0,0.254,13.16666667
1588,5,31,2000,12,0,0,10.38333333
1589,6,1,2000,12,0,0,14.23888889
1590,6,2,2000,12,0,0.254,19.31111111
1591,6,3,2000,12,0,0.254,19.42222222
1592,6,4,2000,12,0,0,22.37777778
1593,6,5,2000,12,0,0.254,24.47222222
1594,6,6,2000,12,0,0.254,20.28333333
1595,6,7,2000,12,0,0,20.68333333
1596,6,8,2000,12,0,0.762,15.36666667
1597,6,9,2000,12,0,0,14.40555556
1598,6,10,2000,12,0,0.254,14.64444444
1599,6,11,2000,12,0,0,14.25
1600,6,12,2000,12,0,3.81,14.94444444
1601,6,13,2000,12,0,0,16.22222222
1602,6,14,2000,12,0,0,19.86111111
1603,6,15,2000,12,0,0.508,19.40555556
1604,6,16,2000,12,0,0,16.78333333
1605,6,17,2000,12,0,0.254,17.55555556
1606,6,18,2000,12,0,0.254,20.61666667
1607,6,19,2000,12,0,0.254,17.53888889
1608,6,20,2000,12,0,0.254,16.8
1609,6,21,2000,12,0,0,21.64444444
1610,6,22,2000,12,0,0,21.35555556
1611,6,23,2000,12,0,0.508,20.14444444
1612,6,24,2000,12,0,0,20.40555556
1613,6,25,2000,12,0,0.254,21.03888889
1614,6,26,2000,12,0,0,19.78888889
1615,6,27,2000,12,0,0,20.68333333
1616,6,28,2000,12,0,0,22.77222222
1617,6,29,2000,12,0,0,22.66111111
1618,6,30,2000,12,0,0.762,23.98888889
1619,7,1,2000,12,0,0.508,22.64444444
1620,7,2,2000,12,0,0.254,19.50555556
1621,7,3,2000,12,0,0,17.41111111
1622,7,4,2000,12,0,0,15.58333333
1623,7,5,2000,12,0,0.508,17.17222222
1624,7,6,2000,12,0,0,18.65555556
1625,7,7,2000,12,0,0,20.48888889
1626,7,8,2000,12,0,0,21.03333333
1627,7,9,2000,12,0,0,20.47222222
1628,7,10,2000,12,0,0,20.73888889
1629,7,11,2000,12,0,0,23.73333333
1630,7,12,2000,12,0,0,25.79444444
1631,7,13,2000,12,0,0,25.03333333
1632,7,14,2000,12,0,0,23.19444444
1633,7,15,2000,12,0,0.254,20.81666667
1634,7,16,2000,12,0,0,21.85555556
1635,7,17,2000,12,0,0,23.31666667
1636,7,18,2000,12,0,1.778,22.35
1637,7,19,2000,12,0,0,23.00555556
1638,7,20,2000,12,0,0,24.13333333
1639,7,21,2000,12,0,0,26.08333333
1640,7,22,2000,12,0,0,27.42222222
1641,7,23,2000,12,0,0,23.08888889
1642,7,24,2000,12,0,0,21.98888889
1643,7,25,2000,12,0,0,23.16666667
1644,7,26,2000,12,0,0,21.91111111
1645,7,27,2000,12,0,0,22.5
1646,7,28,2000,12,0,0,23.89444444
1647,7,29,2000,12,0,0,24.51111111
1648,7,30,2000,12,0,0,24.48333333
1649,7,31,2000,12,0,0,24.76111111
1650,8,1,2000,12,0,0,25.16111111
1651,8,2,2000,12,0,0,24.05555556
1652,8,3,2000,12,0,0,25.39444444
1653,8,4,2000,12,0,0,28.15555556
1654,8,5,2000,12,0,0,24.23888889
1655,8,6,2000,12,0,0,22.69444444
1656,8,7,2000,12,0,0,23.37222222
1657,8,8,2000,12,0,0,23.85555556
1658,8,9,2000,12,0,0,25.45555556
1659,8,10,2000,12,0,0,24.98888889
1660,8,11,2000,12,0,0,22.38888889
1661,8,12,2000,12,0,0,22.92222222
1662,8,13,2000,12,0,0,21.56111111
1663,8,14,2000,12,0,0,20.16666667
1664,8,15,2000,12,0,0,20.80555556
1665,8,16,2000,12,0,0,20.17777778
1666,8,17,2000,12,0,0,21.21111111
1667,8,18,2000,12,0,0,20.68333333
1668,8,19,2000,12,0,0,18.14444444
1669,8,20,2000,12,0,0,16.65
1670,8,21,2000,12,0,0,16.72222222
1671,8,22,2000,12,0,0,19.31666667
1672,8,23,2000,12,0,0,22.98888889
1673,8,24,2000,12,0,0,26.42222222
1674,8,25,2000,12,0,0,22.4
1675,8,26,2000,12,0,0,20.72222222
1676,8,27,2000,12,0,0,19.61666667
1677,8,28,2000,12,0,0,17.22222222
1678,8,29,2000,12,0,0,18.94444444
1679,8,30,2000,12,0,0,18.77222222
1680,8,31,2000,12,0,1.524,17.46666667
1681,9,1,2000,12,0,2.54,16.66666667
1682,9,2,2000,12,0,4.318,12.96666667
1683,9,3,2000,12,0,0,11.90555556
1684,9,4,2000,12,0,3.048,13.94444444
1685,9,5,2000,12,0,2.032,12.78333333
1686,9,6,2000,12,0,0.254,12.31111111
1687,9,7,2000,12,0,0,15.19444444
1688,9,8,2000,12,0,0,17.43333333
1689,9,9,2000,12,0,0,12.05
1690,9,10,2000,12,0,0,13.48888889
1691,9,11,2000,12,0,0,15.85
1692,9,12,2000,12,0,0,19.33333333
1693,9,13,2000,12,0,0,20.72777778
1694,9,14,2000,12,0,0,23.13333333
1695,9,15,2000,12,0,0,20.77222222
1696,9,16,2000,12,0,0,20.02222222
1697,9,17,2000,12,0,0,19.77222222
1698,9,18,2000,12,0,0,19.55
1699,9,19,2000,12,0,0,18.93888889
1700,9,20,2000,12,0,0,15.36111111
1701,9,21,2000,12,0,0.508,13.21666667
1702,9,22,2000,12,0,0.254,9.633333333
1703,9,23,2000,12,0,1.27,7.822222222
1704,9,24,2000,12,0,0,9.705555556
1705,9,25,2000,12,0,0,11.49444444
1706,9,26,2000,12,0,0,12.13888889
1707,9,27,2000,12,0,0,13.47777778
1708,9,28,2000,12,0,0,15.59444444
1709,9,29,2000,12,0,0,14.57222222
1710,9,30,2000,12,0,0,15.92777778
1711,10,1,2000,12,0,0,15.53333333
1712,10,2,2000,12,0,0,11.92777778
1713,10,3,2000,12,0,0,8.877777778
1714,10,4,2000,12,0,0,8.605555556
1715,10,5,2000,12,0,0,8.072222222
1716,10,6,2000,12,0,0,9.144444444
1717,10,7,2000,12,0,0,10.18888889
1718,10,8,2000,12,0,0,10.46111111
1719,10,9,2000,12,0,0,13.63888889
1720,10,10,2000,12,0,3.302,10.61111111
1721,10,11,2000,12,0,7.366,7.755555556
1722,10,12,2000,12,0,23.368,8.011111111
1723,10,13,2000,12,0,1.524,8.888888889
1724,10,14,2000,12,0,0.508,10.67777778
1725,10,15,2000,12,0,0.762,10.31666667
1726,10,16,2000,12,0,0,11.35
1727,10,17,2000,12,0,0,12.26666667
1728,10,18,2000,12,0,0,11.39444444
1729,10,19,2000,12,0,0,13
1730,10,20,2000,12,0,7.112,13.56666667
1731,10,21,2000,12,0,6.096,7.605555556
1732,10,22,2000,12,0,0,4.544444444
1733,10,23,2000,12,0,0,5.444444444
1734,10,24,2000,12,0,0,7.155555556
1735,10,25,2000,12,0,0,8.122222222
1736,10,26,2000,12,0,4.318,8.505555556
1737,10,27,2000,12,0,0.508,9.422222222
1738,10,28,2000,12,0,1.27,11.32222222
1739,10,29,2000,12,0,8.128,7.65
1740,10,30,2000,12,0,1.27,7.127777778
1741,10,31,2000,12,0,0,5.755555556
1742,11,1,2000,12,0,0.254,3.183333333
1743,11,2,2000,12,0,0,3.011111111
1744,11,3,2000,12,0,0,3.288888889
1745,11,4,2000,12,0,1.524,6.011111111
1746,11,5,2000,12,0,0,5.138888889
1747,11,6,2000,12,0,0,3.966666667
1748,11,7,2000,12,0,0,0.85
1749,11,8,2000,12,0,2.794,2.644444444
1750,11,9,2000,12,0,0,2.033333333
1751,11,10,2000,12,0,0.254,0.327777778
1752,11,11,2000,12,0,0,-1.211111111
1753,11,12,2000,12,0,0,-2.311111111
1754,11,13,2000,12,0,0.508,0.077777778
1755,11,14,2000,12,0,2.032,-0.388888889
1756,11,15,2000,12,0,4.826,-0.85
1757,11,16,2000,12,0,0,-3.722222222
1758,11,17,2000,12,0,0.254,-4.888888889
1759,11,18,2000,12,0,0,-4.111111111
1760,11,19,2000,12,0,0,-3.094444444
1761,11,20,2000,12,0,0,-2.705555556
1762,11,21,2000,12,0,0,-1.694444444
1763,11,22,2000,12,0,0,-1.505555556
1764,11,23,2000,12,0,0,-0.538888889
1765,11,24,2000,12,0,0,-0.588888889
1766,11,25,2000,12,0,0,0.133333333
1767,11,26,2000,12,0,0,2.794444444
1768,11,27,2000,12,0,7.366,4.044444444
1769,11,28,2000,12,0,0,1.188888889
1770,11,29,2000,12,0,4.318,2.994444444
1771,11,30,2000,12,0,0.254,3.061111111
1772,12,1,2000,12,0,0.254,2
1773,12,2,2000,12,0,0,0.172222222
1774,12,3,2000,12,0,0,-0.622222222
1775,12,4,2000,12,0,0,0.005555556
1776,12,5,2000,12,0,0,-1.477777778
1777,12,6,2000,12,0,0,-0.422222222
1778,12,7,2000,12,0,0,-0.311111111
1779,12,8,2000,12,0,0,-0.027777778
1780,12,9,2000,12,0,0,0.344444444
1781,12,10,2000,12,0,0,-0.116666667
1782,12,11,2000,12,0,0.254,-1.166666667
1783,12,12,2000,12,0,0.762,-1.538888889
1784,12,13,2000,12,0,3.81,1.072222222
1785,12,14,2000,12,0,6.096,4.272222222
1786,12,15,2000,12,0,1.778,2.816666667
1787,12,16,2000,12,0,0,1.622222222
1788,12,17,2000,12,0,0.508,2.733333333
1789,12,18,2000,12,0,0,-1.627777778
1790,12,19,2000,12,0,0,-1.255555556
1791,12,20,2000,12,0,0,-1.477777778
1792,12,21,2000,12,0,0,1.772222222
1793,12,22,2000,12,0,3.302,2.483333333
1794,12,23,2000,12,0,2.794,3.066666667
1795,12,24,2000,12,0,7.366,1.833333333
1796,12,25,2000,12,0,0,-1.133333333
1797,12,26,2000,12,0,0.254,-1.538888889
1798,12,27,2000,12,0,0,-2.677777778
1799,12,28,2000,12,0,0,-2.777777778
1800,12,29,2000,12,0,0,-2.905555556
1801,12,30,2000,12,0,0,-2.977777778
1802,12,31,2000,12,0,0,-1.455555556
1803,1,1,2001,12,0,0,-1.783333333
1804,1,2,2001,12,0,0.762,-1.466666667
1805,1,3,2001,12,0,0,-2.994444444
1806,1,4,2001,12,0,0,-1.511111111
1807,1,5,2001,12,0,0,-1.294444444
1808,1,6,2001,12,0,0,-3.161111111
1809,1,7,2001,12,0,0,-2.338888889
1810,1,8,2001,12,0,0,-1.072222222
1811,1,9,2001,12,0,0,0.672222222
1812,1,10,2001,12,0,3.302,2.161111111
1813,1,11,2001,12,0,5.334,2.244444444
1814,1,12,2001,12,0,9.398,1.322222222
1815,1,13,2001,12,0,1.27,1.694444444
1816,1,14,2001,12,0,1.524,0.594444444
1817,1,15,2001,12,0,0,-2.438888889
1818,1,16,2001,12,0,0.254,-5.261111111
1819,1,17,2001,12,0,0,-5.25
1820,1,18,2001,12,0,0,-2.138888889
1821,1,19,2001,12,0,4.064,-1.644444444
1822,1,20,2001,12,0,0.254,-2.961111111
1823,1,21,2001,12,0,0.254,-1.133333333
1824,1,22,2001,12,0,0,-1.211111111
1825,1,23,2001,12,0,0.254,-3.55
1826,1,24,2001,12,0,0.508,-0.816666667
1827,1,25,2001,12,0,6.858,0.105555556
1828,1,26,2001,12,0,0,-2.177777778
1829,1,27,2001,12,0,0,-4.272222222
1830,1,28,2001,12,0,0,-7.905555556
1831,1,29,2001,12,0,2.286,-5.716666667
1832,1,30,2001,12,0,0.508,-5.527777778
1833,1,31,2001,12,0,0,-2.855555556
1834,2,1,2001,12,0,0,-2.772222222
1835,2,2,2001,12,0,1.27,-1.155555556
1836,2,3,2001,12,0,0.508,1
1837,2,4,2001,12,0,0.254,3.238888889
1838,2,5,2001,12,0,0.254,1.333333333
1839,2,6,2001,12,0,0.762,-1.016666667
1840,2,7,2001,12,0,1.016,-2.505555556
1841,2,8,2001,12,0,0,-4.511111111
1842,2,9,2001,12,0,0,-0.027777778
1843,2,10,2001,12,0,0.254,-0.088888889
1844,2,11,2001,12,0,0.762,2.027777778
1845,2,12,2001,12,0,0,0.333333333
1846,2,13,2001,12,0,0.508,-1.188888889
1847,2,14,2001,12,0,0,-0.894444444
1848,2,15,2001,12,0,0.508,1.561111111
1849,2,16,2001,12,0,0,2.838888889
1850,2,17,2001,12,0,0,2.294444444
1851,2,18,2001,12,0,0,5.811111111
1852,2,19,2001,12,0,0,5.033333333
1853,2,20,2001,12,0,9.906,4.866666667
1854,2,21,2001,12,0,2.794,5.783333333
1855,2,22,2001,12,0,0,5.272222222
1856,2,23,2001,12,0,1.524,3.266666667
1857,2,24,2001,12,0,0,2.3
1858,2,25,2001,12,0,0,3.461111111
1859,2,26,2001,12,0,0,0.944444444
1860,2,27,2001,12,0,0,0.411111111
1861,2,28,2001,12,0,0,-0.022222222
1862,3,1,2001,12,0,0,2.677777778
1863,3,2,2001,12,0,3.302,1.472222222
1864,3,3,2001,12,0,0,2.038888889
1865,3,4,2001,12,0,1.27,7.472222222
1866,3,5,2001,12,0,0,11.20555556
1867,3,6,2001,12,0,0,7.227777778
1868,3,7,2001,12,0,0,7.35
1869,3,8,2001,12,0,4.826,6.844444444
1870,3,9,2001,12,0,3.048,6.094444444
1871,3,10,2001,12,0,0,5.055555556
1872,3,11,2001,12,0,0,5.555555556
1873,3,12,2001,12,0,0,5.016666667
1874,3,13,2001,12,0,0,7.383333333
1875,3,14,2001,12,0,0,5.561111111
1876,3,15,2001,12,0,1.524,4.833333333
1877,3,16,2001,12,0,3.556,4.561111111
1878,3,17,2001,12,0,0,5.738888889
1879,3,18,2001,12,0,0,8.661111111
1880,3,19,2001,12,0,0,13.97222222
1881,3,20,2001,12,0,0,9.416666667
1882,3,21,2001,12,0,0,10.20555556
1883,3,22,2001,12,0,0,10.65555556
1884,3,23,2001,12,0,0,11.92222222
1885,3,24,2001,12,0,0.254,13.3
1886,3,25,2001,12,0,7.112,10.47777778
1887,3,26,2001,12,0,1.27,7.633333333
1888,3,27,2001,12,0,1.778,4.922222222
1889,3,28,2001,12,0,1.778,9.316666667
1890,3,29,2001,12,0,1.016,8.644444444
1891,3,30,2001,12,0,0.254,7.588888889
1892,3,31,2001,12,0,0.508,8.283333333
1893,4,1,2001,12,0,0.254,8.961111111
1894,4,2,2001,12,0,1.524,4.8
1895,4,3,2001,12,0,0,2.755555556
1896,4,4,2001,12,0,0,3.733333333
1897,4,5,2001,12,0,0,4.683333333
1898,4,6,2001,12,0,0.254,6.15
1899,4,7,2001,12,0,11.684,4.122222222
1900,4,8,2001,12,0,0.508,2.711111111
1901,4,9,2001,12,0,0,3.188888889
1902,4,10,2001,12,0,0,3.522222222
1903,4,11,2001,12,0,10.668,4.933333333
1904,4,12,2001,12,0,2.286,4.744444444
1905,4,13,2001,12,0,0,5.772222222
1906,4,14,2001,12,0,0,4.016666667
1907,4,15,2001,12,0,0,8.311111111
1908,4,16,2001,12,0,0.508,15.37777778
1909,4,17,2001,12,0,0,16.28333333
1910,4,18,2001,12,0,0,12.86666667
1911,4,19,2001,12,0,0,8.794444444
1912,4,20,2001,12,0,0.762,8.538888889
1913,4,21,2001,12,0,0.254,7.616666667
1914,4,22,2001,12,0,0.254,7.9
1915,4,23,2001,12,0,0,11.88333333
1916,4,24,2001,12,0,0,13.02222222
1917,4,25,2001,12,0,0,15.98333333
1918,4,26,2001,12,0,0,18.29444444
1919,4,27,2001,12,0,0.254,18.18333333
1920,4,28,2001,12,0,0.254,13.46111111
1921,4,29,2001,12,0,0,9.927777778
1922,4,30,2001,12,0,1.016,14.95
1923,5,1,2001,12,0,0,8.483333333
1924,5,2,2001,12,0,0,7.183333333
1925,5,3,2001,12,0,0,9.572222222
1926,5,4,2001,12,0,0,12.67222222
1927,5,5,2001,12,0,0,13.06111111
1928,5,6,2001,12,0,0,8.511111111
1929,5,7,2001,12,0,0,12.95
1930,5,8,2001,12,0,0,15.51666667
1931,5,9,2001,12,0,0,14.33888889
1932,5,10,2001,12,0,0,12.81666667
1933,5,11,2001,12,0,0,18.43888889
1934,5,12,2001,12,0,0,24.16666667
1935,5,13,2001,12,0,0,21.05
1936,5,14,2001,12,0,0,18.15
1937,5,15,2001,12,0,4.826,11.75555556
1938,5,16,2001,12,0,4.064,13.23888889
1939,5,17,2001,12,0,0,12.77777778
1940,5,18,2001,12,0,0,14.79444444
1941,5,19,2001,12,0,0,14.64444444
1942,5,20,2001,12,0,0,14.81666667
1943,5,21,2001,12,0,0,13.06666667
1944,5,22,2001,12,0,0,18.55
1945,5,23,2001,12,0,0,21.62777778
1946,5,24,2001,12,0,0,25.27777778
1947,5,25,2001,12,0,0,23.86666667
1948,5,26,2001,12,0,0,21.53888889
1949,5,27,2001,12,0,0,22.62222222
1950,5,28,2001,12,0,0,19.21111111
1951,5,29,2001,12,0,0,13.18333333
1952,5,30,2001,12,0,0,14.65
1953,5,31,2001,12,0,0,18.71666667
1954,6,1,2001,12,0,0,23.80555556
1955,6,2,2001,12,0,0,16.06666667
1956,6,3,2001,12,0,0.254,10.12222222
1957,6,4,2001,12,0,0.254,12.50555556
1958,6,5,2001,12,0,0,15.00555556
1959,6,6,2001,12,0,0,15.26111111
1960,6,7,2001,12,0,0,20.28333333
1961,6,8,2001,12,0,0,21.7
1962,6,9,2001,12,0,0,19.96666667
1963,6,10,2001,12,0,0.254,18.80555556
1964,6,11,2001,12,0,0,15.23333333
1965,6,12,2001,12,0,1.016,11.27777778
1966,6,13,2001,12,0,0,12.52222222
1967,6,14,2001,12,0,0,16.52222222
1968,6,15,2001,12,0,0,16.54444444
1969,6,16,2001,12,0,0,18.86666667
1970,6,17,2001,12,0,0,18.20555556
1971,6,18,2001,12,0,0,14.98333333
1972,6,19,2001,12,0,0,17.09444444
1973,6,20,2001,12,0,0,19.96111111
1974,6,21,2001,12,0,0,23.73333333
1975,6,22,2001,12,0,0,24.72222222
1976,6,23,2001,12,0,0,23.58888889
1977,6,24,2001,12,0,0,20.95
1978,6,25,2001,12,0,0,17.10555556
1979,6,26,2001,12,0,0,20.98888889
1980,6,27,2001,12,0,5.842,20.57222222
1981,6,28,2001,12,0,0.254,20.65555556
1982,6,29,2001,12,0,0,21.46666667
1983,6,30,2001,12,0,0,21.98888889
1984,7,1,2001,12,0,0,22.93333333
1985,7,2,2001,12,0,0,23.95555556
1986,7,3,2001,12,0,0,26.51111111
1987,7,4,2001,12,0,0,29.20555556
1988,7,5,2001,12,0,0.508,26.1
1989,7,6,2001,12,0,0,25.49444444
1990,7,7,2001,12,0,0,20.20555556
1991,7,8,2001,12,0,0,23.55
1992,7,9,2001,12,0,0,24.96666667
1993,7,10,2001,12,0,0,24.87777778
1994,7,11,2001,12,0,0,23.65555556
1995,7,12,2001,12,0,0.508,24.16111111
1996,7,13,2001,12,0,0,22.44444444
1997,7,14,2001,12,0,0.254,22.15
1998,7,15,2001,12,0,0,21.54444444
1999,7,16,2001,12,0,3.048,17.78333333
2000,7,17,2001,12,0,0,16.83888889
2001,7,18,2001,12,0,0,18.26666667
2002,7,19,2001,12,0,0,19.07777778
2003,7,20,2001,12,0,0,21.92222222
2004,7,21,2001,12,0,0,20.14444444
2005,7,22,2001,12,0,0,19.50555556
2006,7,23,2001,12,0,0,21.31666667
2007,7,24,2001,12,0,0,22.59444444
2008,7,25,2001,12,0,0,21.90555556
2009,7,26,2001,12,0,0,21.45555556
2010,7,27,2001,12,0,0,23.10555556
2011,7,28,2001,12,0,0,21.24444444
2012,7,29,2001,12,0,0,19.57222222
2013,7,30,2001,12,0,0.508,15.43888889
2014,7,31,2001,12,0,0,16.6
2015,8,1,2001,12,0,0,21.12777778
2016,8,2,2001,12,0,0,24.13888889
2017,8,3,2001,12,0,0,25.53888889
2018,8,4,2001,12,0,0,23.46666667
2019,8,5,2001,12,0,0,23.28333333
2020,8,6,2001,12,0,0,24.93888889
2021,8,7,2001,12,0,0,24.84444444
2022,8,8,2001,12,0,0,25.52777778
2023,8,9,2001,12,0,0,23.45
2024,8,10,2001,12,0,0,25.11111111
2025,8,11,2001,12,0,0,26.82777778
2026,8,12,2001,12,0,0,25.22222222
2027,8,13,2001,12,0,0,26.24444444
2028,8,14,2001,12,0,0,25.26111111
2029,8,15,2001,12,0,0,27.41111111
2030,8,16,2001,12,0,0,25.34444444
2031,8,17,2001,12,0,0,24.84444444
2032,8,18,2001,12,0,0,23.07777778
2033,8,19,2001,12,0,0,19.92222222
2034,8,20,2001,12,0,0,20.57777778
2035,8,21,2001,12,0,0,20.05555556
2036,8,22,2001,12,0,0,20.52777778
2037,8,23,2001,12,0,0,20.07222222
2038,8,24,2001,12,0,0,18.47222222
2039,8,25,2001,12,0,0,19.85555556
2040,8,26,2001,12,0,0,22.76666667
2041,8,27,2001,12,0,0,22.97222222
2042,8,28,2001,12,0,0,20.96111111
2043,8,29,2001,12,0,0,20.56666667
2044,8,30,2001,12,0,0,21.91111111
2045,8,31,2001,12,0,0,22.02222222
2046,9,1,2001,12,0,0,22.15
2047,9,2,2001,12,0,0,21.17222222
2048,9,3,2001,12,0,0,21.94444444
2049,9,4,2001,12,0,0,20.97222222
2050,9,5,2001,12,0,0,17.11111111
2051,9,6,2001,12,0,3.556,13.68888889
2052,9,7,2001,12,0,0,13.97222222
2053,9,8,2001,12,0,0,14.40555556
2054,9,9,2001,12,0,0,15.73888889
2055,9,10,2001,12,0,0,17.79444444
2056,9,11,2001,12,0,0,19.25
2057,9,12,2001,12,0,0,23.4
2058,9,13,2001,12,0,3.81,17.33333333
2059,9,14,2001,12,0,0,17.09444444
2060,9,15,2001,12,0,0.508,18.57777778
2061,9,16,2001,12,0,0.254,17.94444444
2062,9,17,2001,12,0,0,17.75
2063,9,18,2001,12,0,0,19.11666667
2064,9,19,2001,12,0,0.254,16.79444444
2065,9,20,2001,12,0,0,16.16666667
2066,9,21,2001,12,0,0,16.82222222
2067,9,22,2001,12,0,0,16.63888889
2068,9,23,2001,12,0,0,18.02777778
2069,9,24,2001,12,0,0,19.82222222
2070,9,25,2001,12,0,0,18.51111111
2071,9,26,2001,12,0,0,15.77222222
2072,9,27,2001,12,0,0,15.78333333
2073,9,28,2001,12,0,0,15.94444444
2074,9,29,2001,12,0,0,13.46111111
2075,9,30,2001,12,0,0,15.66666667
2076,10,1,2001,12,0,0,17.4
2077,10,2,2001,12,0,0,16.46111111
2078,10,3,2001,12,0,0,14.37222222
2079,10,4,2001,12,0,0,13.50555556
2080,10,5,2001,12,0,0,11.17222222
2081,10,6,2001,12,0,0,11.40555556
2082,10,7,2001,12,0,0,12.48888889
2083,10,8,2001,12,0,0,12.56111111
2084,10,9,2001,12,0,0,6.777777778
2085,10,10,2001,12,0,0,8.688888889
2086,10,11,2001,12,0,13.208,10.36111111
2087,10,12,2001,12,0,0,7.172222222
2088,10,13,2001,12,0,0,12.25555556
2089,10,14,2001,12,0,0,11.12222222
2090,10,15,2001,12,0,0,10.93333333
2091,10,16,2001,12,0,0,12.79444444
2092,10,17,2001,12,0,0,10.08333333
2093,10,18,2001,12,0,0,5.794444444
2094,10,19,2001,12,0,0,9.911111111
2095,10,20,2001,12,0,0,8.338888889
2096,10,21,2001,12,0,0,8.638888889
2097,10,22,2001,12,0,0,10.67777778
2098,10,23,2001,12,0,2.54,9.761111111
2099,10,24,2001,12,0,0.254,3.277777778
