ID,month,day,year,hour,nib,precip,tavg,tmax,tmin,srad,windspd,rh,hspec
1,1,1,2010,12,0,0,2.525,7.65,-2.6,72.9162,3.65,0.86,0.00428
2,1,2,2010,12,0,0,1.57,3.93,-0.79,76.3884,5.31,0.94,0.00437
3,1,3,2010,12,0,0,1.115,7.97,-5.74,89.1198,2.16,0.94,0.00423
4,1,4,2010,12,0,0,3.125,7.49,-1.24,92.592,1.34,0.49,0.002544
5,1,5,2010,12,0,0,2.92,8.09,-2.25,72.9162,5.02,0.94,0.004811
6,1,6,2010,12,0,0,1.655,6.41,-3.1,82.1754,5.89,0.88,0.004116
7,1,7,2010,12,0,0,5.525,11.12,-0.07,93.7494,0.91,0.76,0.004668
8,1,8,2010,12,0,0,5.82,9.6,2.04,78.7032,4.26,0.84,0.005266
9,1,9,2010,12,0,0,7.51,11.76,3.26,69.444,2.96,0.76,0.00535
10,1,10,2010,12,0,0,4.88,9.95,-0.19,86.805,4.28,0.9,0.005285
11,1,11,2010,12,0,0,5.32,10.11,0.53,85.6476,3.07,0.85,0.005147
12,1,12,2010,12,0,0,8.68,13.83,3.53,85.6476,1.92,0.87,0.006631
13,1,13,2010,12,0,0,8.06,10.83,5.29,81.018,3.42,0.88,0.006431
14,1,14,2010,12,0,0,6.2,11.03,1.37,90.2772,0.92,0.63,0.004054
15,1,15,2010,12,0,0,5.24,8.37,2.11,76.3884,2.18,0.72,0.004336
16,1,16,2010,12,0,0,7.28,12,2.56,67.1292,1.12,0.73,0.005059
17,1,17,2010,12,0,0,4.6,7.72,1.48,78.7032,1.35,0.75,0.004319
18,1,18,2010,12,0,0,-2.165,0.19,-4.52,28.935,4.19,0.99,0.003509
19,1,19,2010,12,0,0,-3.54,-0.22,-6.86,63.657,4.03,0.99,0.003168
20,1,20,2010,12,0,0,-1.755,4.59,-8.1,83.3328,1.88,0.71,0.002593
21,1,21,2010,12,0,0,3.975,10.04,-2.09,101.8512,2.31,0.87,0.004796
22,1,22,2010,12,0,0,2.45,10.66,-5.76,99.5364,1.53,0.76,0.003762
23,1,23,2010,12,0,0,3.225,9.62,-3.17,92.592,4.2,0.58,0.003033
24,1,24,2010,12,0,0,4.09,9.38,-1.2,93.7494,3.27,0.9,0.005002
25,1,25,2010,12,0,0,6.665,10.62,2.71,90.2772,4.82,0.78,0.005183
26,1,26,2010,12,0,0,7.65,13.72,1.58,107.6382,3.91,0.85,0.006041
27,1,27,2010,12,0,0,3.37,9.89,-3.15,107.6382,2.65,0.96,0.005072
28,1,28,2010,12,0,0,2.765,8.79,-3.26,92.592,5.74,0.95,0.004809
29,1,29,2010,12,0,1.16,2.21,6.46,-2.04,81.018,0.44,0.83,0.004039
30,1,30,2010,12,0,0,0.58,3.39,-2.23,90.2772,3.69,0.91,0.00394
31,1,31,2010,12,0,0,-2.67,-1.54,-3.8,30.0924,3.3,0.99,0.00338
32,2,1,2010,12,0,0,-4.31,-1.42,-7.2,32.4072,2.85,0.98,0.002961
33,2,2,2010,12,0,0,-3.475,-3.16,-3.79,25.4628,2.45,0.96,0.003087
34,2,3,2010,12,0,0,3.42,8.4,-1.56,104.166,4.1,0.74,0.003923
35,2,4,2010,12,0,0,-0.96,3.01,-4.93,99.5364,5.47,0.58,0.002246
36,2,5,2010,12,0,1.11,0.805,4.36,-2.75,61.3422,6.23,0.95,0.004181
37,2,6,2010,12,0,0,-1.36,-0.08,-2.64,81.018,3.68,0.99,0.003723
38,2,7,2010,12,0,0,-2.76,0.16,-5.68,46.296,6.4,0.89,0.003018
39,2,8,2010,12,0,0,-2.39,2.63,-7.41,114.5826,2.2,0.52,0.001813
40,2,9,2010,12,0,10.43,2.265,2.87,1.66,6.9444,4.8,0.99,0.004837
41,2,10,2010,12,0,0,8.85,14.71,2.99,84.4902,2.74,0.83,0.006399
42,2,11,2010,12,0,0,9.165,11.94,6.39,97.2216,1.58,0.62,0.004883
43,2,12,2010,12,0,0,12.31,19.62,5,108.7956,4.55,0.74,0.007183
44,2,13,2010,12,0,0,12.015,20.37,3.66,104.166,1.1,0.75,0.00714
45,2,14,2010,12,0,0,14.25,22.14,6.36,119.2122,1.62,0.83,0.009142
46,2,15,2010,12,0,0,17.71,26.53,8.89,129.6288,2.57,0.82,0.011263
47,2,16,2010,12,0,0,15.8,21.32,10.28,87.9624,3.12,0.5,0.006084
48,2,17,2010,12,0,0,15.76,22.46,9.06,101.8512,1.44,0.71,0.008617
49,2,18,2010,12,0,0,10.38,17.86,2.9,121.527,1.09,0.89,0.007603
50,2,19,2010,12,0,0,12.845,20.85,4.84,115.74,2.89,0.63,0.006333
51,2,20,2010,12,0,0,11.29,20.21,2.37,133.101,0.8,0.66,0.00599
52,2,21,2010,12,0,7.94,5.09,10.37,-0.19,106.4808,2.36,0.79,0.004708
53,2,22,2010,12,0,3.89,6.265,9.45,3.08,68.2866,3.24,0.99,0.006399
54,2,23,2010,12,0,0,10.26,18.16,2.36,148.1472,3.17,0.89,0.007542
55,2,24,2010,12,0,0,14.395,24.33,4.46,134.2584,3.63,0.44,0.004892
56,2,25,2010,12,0,3.5,13.815,20.15,7.48,69.444,5.47,0.99,0.010601
57,2,26,2010,12,0,2.42,14.965,18.77,11.16,49.7682,4.1,0.99,0.011419
58,2,27,2010,12,0,4.48,11.94,13.65,10.23,28.935,5.92,0.99,0.009378
59,2,28,2010,12,0,3.27,8.095,13.13,3.06,63.657,3.22,0.99,0.007252
60,3,1,2010,12,0,5.95,5.005,8.19,1.82,69.444,3.08,0.99,0.005865
61,3,2,2010,12,0,3.47,3.235,3.44,3.03,27.7776,3.95,0.93,0.004867
62,3,3,2010,12,0,0,6.58,11.92,1.24,157.4064,6.48,0.43,0.00284
63,3,4,2010,12,0,2.04,3.855,10.23,-2.52,142.3602,6.41,0.82,0.004483
64,3,5,2010,12,0,0,4.63,8.49,0.77,175.9248,5.73,0.29,0.001674
65,3,6,2010,12,0,0,7.175,11.46,2.89,159.7212,4.42,0.44,0.003027
66,3,7,2010,12,0,0,4.19,10.39,-2.01,178.2396,3.08,0.57,0.00319
67,3,8,2010,12,0,1.37,3.34,9.81,-3.13,151.6194,4.86,0.87,0.004587
68,3,9,2010,12,0,0,10,18.68,1.32,187.4988,3.38,0.33,0.002749
69,3,10,2010,12,0,7.01,2.07,4.36,-0.22,59.0274,6.04,0.83,0.003999
70,3,11,2010,12,0,0,10.39,18.46,2.32,166.6656,1.62,0.56,0.004787
71,3,12,2010,12,0,2.06,4.8,8.56,1.04,67.1292,3.4,0.99,0.005782
72,3,13,2010,12,0,0,6.6,13.59,-0.39,185.184,5.89,0.38,0.002514
73,3,14,2010,12,0,0,7.68,13.72,1.64,195.6006,1.29,0.55,0.003917
74,3,15,2010,12,0,0,8.935,14.37,3.5,166.6656,4.17,0.51,0.003955
75,3,16,2010,12,0,0,7.72,14.18,1.26,171.2952,3.64,0.42,0.002999
76,3,17,2010,12,0,0,13.92,20.19,7.65,177.0822,4.38,0.73,0.00787
77,3,18,2010,12,0,0,18.145,24.98,11.31,181.7118,6.82,0.38,0.005364
78,3,19,2010,12,0,0,14.25,20.57,7.93,192.1284,1.94,0.67,0.00738
79,3,20,2010,12,0,1.15,5.53,8.96,2.1,75.231,7.98,0.7,0.004301
80,3,21,2010,12,0,7.72,6.295,7.65,4.94,70.6014,6.13,1,0.006477
81,3,22,2010,12,0,0,7.35,13.12,1.58,184.0266,1.28,0.51,0.003551
82,3,23,2010,12,0,0,6.715,13.16,0.27,211.8042,5.17,0.66,0.0044
83,3,24,2010,12,0,0,8.54,14.67,2.41,197.9154,2.32,0.45,0.003397
84,3,25,2010,12,0,0,10.495,18.55,2.44,216.4338,2.31,0.44,0.003788
85,3,26,2010,12,0,0,11.92,20.48,3.36,218.7486,5.62,0.68,0.006433
86,3,27,2010,12,0,0,12.43,21.42,3.44,221.0634,2.62,0.4,0.003913
87,3,28,2010,12,0,0,12.225,19.75,4.7,221.0634,2.63,0.56,0.005405
88,3,29,2010,12,0,0,7.49,13.8,1.18,229.1652,4.21,0.47,0.003304
89,3,30,2010,12,0,0,7.98,15.59,0.37,215.2764,2.54,0.4,0.002907
90,3,31,2010,12,0,0,11.56,18.39,4.73,244.2114,3.2,0.29,0.002679
91,4,1,2010,12,0,0,11.93,18.17,5.69,219.906,3.73,0.5,0.004733
92,4,2,2010,12,0,8.99,10.36,13.78,6.94,109.953,6.01,0.99,0.008446
93,4,3,2010,12,0,8.51,6.87,9.89,3.85,55.5552,4.54,0.83,0.005593
94,4,4,2010,12,0,0,15.15,23.7,6.6,228.0078,5.27,0.36,0.004202
95,4,5,2010,12,0,0,11.38,18.27,4.49,245.3688,4.94,0.28,0.002556
96,4,6,2010,12,0,0,8.125,13.98,2.27,226.8504,1.87,0.5,0.00367
97,4,7,2010,12,0,0,13.035,20.63,5.44,240.7392,5.63,0.48,0.004885
98,4,8,2010,12,0,4.87,8.54,10.91,6.17,56.7126,4.26,0.75,0.005662
99,4,9,2010,12,0,2.19,6.96,8.11,5.81,24.3054,8.6,0.99,0.006712
100,4,10,2010,12,0,3.39,8.335,9.71,6.96,89.1198,4.12,0.99,0.007371
101,4,11,2010,12,0,2.05,14.41,19.59,9.23,105.3234,1.37,0.99,0.011017
102,4,12,2010,12,0,3.82,13.505,19.38,7.63,172.4526,1.94,0.99,0.01039
103,4,13,2010,12,0,2.3,12.695,18.79,6.6,101.8512,3.25,0.85,0.008461
104,4,14,2010,12,0,0,17.74,26.55,8.93,246.5262,8.1,0.53,0.007294
105,4,15,2010,12,0,0,13.315,21.23,5.4,244.2114,0.97,0.44,0.004561
106,4,16,2010,12,0,0,14.91,23.11,6.71,276.6186,9.25,0.58,0.006666
107,4,17,2010,12,0,0,18.89,24.77,13.01,287.0352,2.88,0.47,0.006951
108,4,18,2010,12,0,0,23.425,35.5,11.35,280.0908,2.45,0.57,0.011134
109,4,19,2010,12,0,0,20.62,30.43,10.81,277.776,3.85,0.52,0.008561
110,4,20,2010,12,0,0,18.755,28.19,9.32,278.9334,6.33,0.55,0.008066
111,4,21,2010,12,0,0,19.075,28.76,9.39,269.6742,10.02,0.38,0.005685
112,4,22,2010,12,0,0,21.9,32.58,11.22,271.989,6.72,0.35,0.006233
113,4,23,2010,12,0,0,17.385,24.37,10.4,266.202,0.64,0.53,0.007132
114,4,24,2010,12,0,0,16.325,27.07,5.58,282.4056,0.81,0.41,0.005159
115,4,25,2010,12,0,7.59,12.145,14.01,10.28,67.1292,3.41,0.99,0.009506
116,4,26,2010,12,0,0,14.03,18.64,9.42,259.2576,9.41,0.55,0.005972
117,4,27,2010,12,0,0,15.165,22.38,7.95,291.6648,1.88,0.38,0.00444
118,4,28,2010,12,0,0,16.04,24.22,7.86,292.8222,1.62,0.59,0.00729
119,4,29,2010,12,0,0,19.355,28.81,9.9,300.924,1.75,0.55,0.008374
120,4,30,2010,12,0,0,19.63,29.02,10.24,295.137,2.91,0.7,0.010841
121,5,1,2010,12,0,0,19.17,32.75,5.59,298.6092,3.16,0.58,0.008729
122,5,2,2010,12,0,0,24.095,34.41,13.78,300.924,1.41,0.4,0.008135
123,5,3,2010,12,0,0,25.955,36.61,15.3,304.3962,4.65,0.26,0.005907
124,5,4,2010,12,0,0,25.28,40.35,10.21,326.3868,3.59,0.47,0.010259
125,5,5,2010,12,0,0,25.335,36.56,14.11,313.6554,2.53,0.3,0.00657
126,5,6,2010,12,0,0,20.48,31.49,9.47,320.5998,4.55,0.35,0.005713
127,5,7,2010,12,0,0,21.645,30.34,12.95,298.6092,2,0.33,0.005786
128,5,8,2010,12,0,7.2,20.105,23.11,17.1,131.9436,5.79,0.99,0.01579
129,5,9,2010,12,0,6.47,13.735,14.26,13.21,87.9624,1.73,0.8,0.008522
130,5,10,2010,12,0,0,16.31,21.83,10.79,310.1832,6.4,0.58,0.007291
131,5,11,2010,12,0,0,15.655,24.5,6.81,321.7572,2.17,0.36,0.00434
132,5,12,2010,12,0,0,18.195,28.05,8.34,334.4886,2.14,0.2,0.002832
133,5,13,2010,12,0,0,17.585,26.86,8.31,340.2756,2.34,0.21,0.002862
134,5,14,2010,12,0,0,16.96,26.35,7.57,335.646,3.54,0.62,0.008122
135,5,15,2010,12,0,0,20.025,26.54,13.51,344.9052,6.19,0.54,0.00857
136,5,16,2010,12,0,0,24.84,36.11,13.57,347.22,6.53,0.61,0.012971
137,5,17,2010,12,0,0,25.22,40.05,10.39,344.9052,8.08,0.65,0.014138
138,5,18,2010,12,0,0,29.585,42.49,16.68,343.7478,1.89,0.34,0.009548
139,5,19,2010,12,0,0,29.625,40.2,19.05,340.2756,5.01,0.46,0.012948
140,5,20,2010,12,0,0,25.145,31.76,18.53,325.2294,3.3,0.26,0.00563
141,5,21,2010,12,0,0,27.69,34.31,21.07,334.4886,1.79,0.28,0.007045
142,5,22,2010,12,0,16.99,19.775,27.93,11.62,151.6194,5.56,0.83,0.01297
143,5,23,2010,12,0,5.02,21.385,27.22,15.55,186.3414,4.76,0.93,0.016048
144,5,24,2010,12,0,2.28,16.465,22.2,10.73,204.8598,4.12,0.99,0.012568
145,5,25,2010,12,0,0,21.915,32.47,11.36,343.7478,2.04,0.66,0.011764
146,5,26,2010,12,0,0,25.465,35.66,15.27,358.794,4.81,0.68,0.015007
147,5,27,2010,12,0,0,25.2,36.17,14.23,349.5348,1.93,0.6,0.013035
148,5,28,2010,12,0,0,25.395,36.3,14.49,353.007,5.18,0.29,0.006374
149,5,29,2010,12,0,0,24.585,33.25,15.92,347.22,3.77,0.27,0.005654
150,5,30,2010,12,0,0,22.18,29.71,14.65,346.0626,0.86,0.28,0.005072
151,5,31,2010,12,0,0,17.915,24.7,11.13,350.6922,1.1,0.65,0.009044
152,6,1,2010,12,0,0,19.995,26.26,13.73,331.0164,2.39,0.54,0.008554
153,6,2,2010,12,0,0,18.085,26.62,9.55,332.1738,6.7,0.25,0.003516
154,6,3,2010,12,0,0,18.34,24.58,12.1,325.2294,5.68,0.43,0.006145
155,6,4,2010,12,0,0,20.6,30.01,11.19,333.3312,3.77,0.68,0.011182
156,6,5,2010,12,0,0,22.905,31.99,13.82,344.9052,4.05,0.41,0.007761
157,6,6,2010,12,0,0,23.9,31.74,16.06,325.2294,4.08,0.32,0.006432
158,6,7,2010,12,0,0,20.415,29.06,11.77,333.3312,4.31,0.52,0.008454
159,6,8,2010,12,0,0,20.03,25.37,14.69,334.4886,3.86,0.33,0.005239
160,6,9,2010,12,0,0,17.805,23.54,12.07,331.0164,7.27,0.22,0.00304
161,6,10,2010,12,0,0,24.82,32.4,17.24,339.1182,4.17,0.33,0.007009
162,6,11,2010,12,0,0,24.07,36.62,11.52,357.6366,1.24,0.2,0.004061
163,6,12,2010,12,0,0,30.125,40.94,19.31,361.1088,2.41,0.4,0.011587
164,6,13,2010,12,0,1.3,24.825,31.6,18.05,243.054,3.55,0.79,0.016783
165,6,14,2010,12,0,1.15,20.54,30.5,10.58,208.332,1.76,0.88,0.014417
166,6,15,2010,12,0,2.29,18.935,25.67,12.2,214.119,2.14,0.98,0.014535
167,6,16,2010,12,0,0,28.775,40.08,17.47,354.1644,3.45,0.6,0.016079
168,6,17,2010,12,0,0,25.6,31.87,19.33,343.7478,0.91,0.61,0.013571
169,6,18,2010,12,0,0,23.15,34.15,12.15,363.4236,3.71,0.47,0.00903
170,6,19,2010,12,0,0,25.005,34.33,15.68,350.6922,4.09,0.48,0.010307
171,6,20,2010,12,0,0,27.4,37.64,17.16,342.5904,2,0.41,0.010142
172,6,21,2010,12,0,0,23.735,33.85,13.62,354.1644,4.35,0.47,0.009354
173,6,22,2010,12,0,0,28.93,36.25,21.61,350.6922,0.89,0.33,0.008923
174,6,23,2010,12,0,0,26.555,36.59,16.52,354.1644,2.24,0.46,0.010828
175,6,24,2010,12,0,0,23.985,34.75,13.22,358.794,6.46,0.34,0.006869
176,6,25,2010,12,0,0,26.85,35.59,18.11,362.2662,4.58,0.24,0.005748
177,6,26,2010,12,0,0,30.495,42.38,18.61,348.3774,5.6,0.16,0.004734
178,6,27,2010,12,0,0,32.665,44.71,20.62,337.9608,5.09,0.5,0.016734
179,6,28,2010,12,0,0,35.835,44.44,27.23,337.9608,2.9,0.54,0.021562
180,6,29,2010,12,0,0,37.235,45.43,29.04,329.859,3.62,0.43,0.018538
181,6,30,2010,12,0,0,32.68,39.36,26,331.0164,0.87,0.47,0.015743
182,7,1,2010,12,0,1.58,28.87,35.06,22.68,145.8324,3.72,0.99,0.026677
183,7,2,2010,12,0,4.69,25.955,32.28,19.63,186.3414,8.32,0.92,0.020902
184,7,3,2010,12,0,0,29.17,38.94,19.4,337.9608,0.97,0.67,0.01837
185,7,4,2010,12,0,0,31.635,43.59,19.68,325.2294,1.34,0.38,0.011998
186,7,5,2010,12,0,0,32.705,43.63,21.78,322.9146,1.98,0.53,0.017778
187,7,6,2010,12,0,0,34.525,44.67,24.38,328.7016,1.77,0.55,0.020426
188,7,7,2010,12,0,0,35.53,43.57,27.49,320.5998,1.1,0.39,0.015313
189,7,8,2010,12,0,0,31.335,37.32,25.35,326.3868,1.87,0.37,0.011485
190,7,9,2010,12,0,0,32.13,42.12,22.14,312.498,3.36,0.23,0.007469
191,7,10,2010,12,0,0,31.53,45.04,18.02,324.072,1.29,0.37,0.011613
192,7,11,2010,12,0,0,35.285,46.01,24.56,326.3868,3.52,0.57,0.022079
193,7,12,2010,12,0,0,36.365,46.55,26.18,304.3962,4.9,0.43,0.017677
194,7,13,2010,12,0,0,34.205,41.59,26.82,313.6554,7.1,0.32,0.011674
195,7,14,2010,12,0,0,34.32,46.22,22.42,312.498,1.48,0.52,0.019093
196,7,15,2010,12,0,0,31.18,42.01,20.35,335.646,5.08,0.45,0.013846
197,7,16,2010,12,0,0,34.69,42.19,27.19,302.0814,1.77,0.57,0.021364
198,7,17,2010,12,0,0,29.81,38.31,21.31,324.072,3.76,0.44,0.012517
199,7,18,2010,12,0,0,27.995,38.04,17.95,311.3406,4.99,0.59,0.015111
200,7,19,2010,12,0,0,30.995,41.55,20.44,315.9702,1.64,0.6,0.018268
201,7,20,2010,12,0,0,32.39,41.47,23.31,296.2944,2.11,0.43,0.01417
202,7,21,2010,12,0,0,34.68,44.31,25.05,310.1832,3.74,0.52,0.019479
203,7,22,2010,12,0,0,34.605,43.58,25.63,312.498,5.34,0.54,0.020144
204,7,23,2010,12,0,0,30.945,38.14,23.75,319.4424,2.86,0.34,0.010322
205,7,24,2010,12,0,0,27.03,33.45,20.61,276.6186,3.89,0.68,0.01646
206,7,25,2010,12,0,0,24.56,33.94,15.18,290.5074,3.48,0.53,0.011083
207,7,26,2010,12,0,0,26.25,33.95,18.55,287.0352,5.04,0.51,0.011791
208,7,27,2010,12,0,0,28.28,39.72,16.84,318.285,4.63,0.31,0.008072
209,7,28,2010,12,0,0,32.32,40.48,24.16,327.5442,2.63,0.56,0.018381
210,7,29,2010,12,0,0,28.825,40.57,17.08,320.5998,2.2,0.23,0.006182
211,7,30,2010,12,0,0,26.275,35.34,17.21,292.8222,3.53,0.59,0.013661
212,7,31,2010,12,0,0,29.455,40.23,18.68,313.6554,2.4,0.45,0.012543
213,8,1,2010,12,0,0,30.385,40.57,20.2,304.3962,4.41,0.55,0.016172
214,8,2,2010,12,0,0,29.345,39.68,19.01,305.5536,2.55,0.31,0.008586
215,8,3,2010,12,0,0,28.175,39.8,16.55,317.1276,2.02,0.5,0.012941
216,8,4,2010,12,0,0,26.79,38.74,14.84,319.4424,4.55,0.45,0.01074
217,8,5,2010,12,0,0,32.22,44.69,19.75,295.137,0.53,0.37,0.012076
218,8,6,2010,12,0,0,29.655,39.42,19.89,283.563,2.6,0.4,0.011278
219,8,7,2010,12,0,0,33.225,41.69,24.76,260.415,5.86,0.64,0.022104
220,8,8,2010,12,0,0,33.9,44.26,23.54,288.1926,3.93,0.54,0.019369
221,8,9,2010,12,0,0,30.975,39.1,22.85,277.776,1.69,0.46,0.013989
222,8,10,2010,12,0,0,32.82,43.11,22.53,283.563,1.23,0.4,0.013504
223,8,11,2010,12,0,0,31.105,39.32,22.89,281.2482,5.45,0.43,0.013174
224,8,12,2010,12,0,0,30.445,38.54,22.35,274.3038,2.52,0.36,0.010622
225,8,13,2010,12,0,2.92,22,27.24,16.76,96.0642,0.66,0.97,0.017379
226,8,14,2010,12,0,0,27.95,39.44,16.46,298.6092,4.94,0.16,0.004087
227,8,15,2010,12,0,0,23.825,33.42,14.23,267.3594,4.89,0.57,0.011405
228,8,16,2010,12,0,0,28.57,37.45,19.69,280.0908,4.4,0.42,0.011122
229,8,17,2010,12,0,0,24.9,34.67,15.13,271.989,6.75,0.3,0.006402
230,8,18,2010,12,0,0,24.135,32.14,16.13,282.4056,5.83,0.42,0.008562
231,8,19,2010,12,0,0,24.295,32.93,15.66,289.35,2.71,0.29,0.005969
232,8,20,2010,12,0,0,22.64,33.54,11.74,269.6742,2.75,0.44,0.008196
233,8,21,2010,12,0,0,28.005,37.61,18.4,275.4612,1.64,0.57,0.014607
234,8,22,2010,12,0,0,32.49,41.41,23.57,265.0446,2.55,0.5,0.01657
235,8,23,2010,12,0,0,31.17,40.57,21.77,266.202,1.92,0.25,0.007688
236,8,24,2010,12,0,0,28.86,38.14,19.58,253.4706,2.94,0.42,0.011311
237,8,25,2010,12,0,0,27.335,37.12,17.55,248.841,2.08,0.24,0.005914
238,8,26,2010,12,0,0,27.49,38.7,16.28,263.8872,5.77,0.42,0.010444
239,8,27,2010,12,0,0,27.995,36.22,19.77,254.628,2.82,0.23,0.005891
240,8,28,2010,12,0,0,25.99,31.89,20.09,216.4338,2.55,0.68,0.015481
241,8,29,2010,12,0,0,28.535,37.31,19.76,240.7392,5.49,0.35,0.00925
242,8,30,2010,12,0,0,33.265,40.04,26.49,244.2114,4.61,0.25,0.008654
243,8,31,2010,12,0,0,26.98,33.96,20,232.6374,1.82,0.43,0.010378
244,9,1,2010,12,0,0,30.92,37.64,24.2,267.3594,3.91,0.44,0.013339
245,9,2,2010,12,0,0,33.185,44.11,22.26,254.628,6.12,0.55,0.018953
246,9,3,2010,12,0,0,35.825,44.48,27.17,248.841,2.9,0.68,0.027137
247,9,4,2010,12,0,0,32.81,42.6,23.02,238.4244,2.75,0.37,0.012485
248,9,5,2010,12,0,0,32.675,42.84,22.51,228.0078,3.3,0.57,0.019087
249,9,6,2010,12,0,0,29.99,39.05,20.93,241.8966,3.93,0.4,0.011498
250,9,7,2010,12,0,0,30.92,38.64,23.2,239.5818,3.2,0.59,0.017886
251,9,8,2010,12,0,0,29.81,38.61,21.01,236.1096,2.68,0.28,0.007966
252,9,9,2010,12,0,0,27.65,34.31,20.99,244.2114,6.46,0.66,0.016566
253,9,10,2010,12,0,0,32.76,42.02,23.5,236.1096,1.62,0.79,0.026581
254,9,11,2010,12,0,0,27.365,33.47,21.26,225.693,5.52,0.71,0.017527
255,9,12,2010,12,0,0,22.82,31.89,13.75,233.7948,4.06,0.56,0.010546
256,9,13,2010,12,0,2.62,20.025,23.42,16.63,111.1104,6.17,0.99,0.015712
257,9,14,2010,12,0,0,21.41,25.61,17.21,218.7486,1.55,0.31,0.005358
258,9,15,2010,12,0,0,22.19,28.27,16.11,230.3226,5.86,0.46,0.008338
259,9,16,2010,12,0,0,15.835,22.75,8.92,211.8042,3.19,0.62,0.007561
260,9,17,2010,12,0,0,14.43,22.78,6.08,230.3226,4.74,0.57,0.006352
261,9,18,2010,12,0,0,14.525,18.67,10.38,209.4894,4.43,0.55,0.006166
262,9,19,2010,12,0,0,15.14,20.06,10.22,208.332,3.36,0.36,0.004199
263,9,20,2010,12,0,0,16.625,21.1,12.15,201.3876,4.28,0.52,0.006669
264,9,21,2010,12,0,0,15.875,20.98,10.77,199.0728,2.64,0.68,0.008314
265,9,22,2010,12,0,0,21.16,30.12,12.2,212.9616,4.3,0.59,0.010042
266,9,23,2010,12,0,0,20.78,27,14.56,202.545,1.95,0.49,0.008147
267,9,24,2010,12,0,0,15.675,22.92,8.43,209.4894,3.03,0.36,0.004346
268,9,25,2010,12,0,0,18.42,23.9,12.94,219.906,0.95,0.64,0.009191
269,9,26,2010,12,0,0,18.65,26.75,10.55,202.545,3.95,0.74,0.010782
270,9,27,2010,12,0,0,20.85,29.49,12.21,188.6562,2.51,0.6,0.010019
271,9,28,2010,12,0,0,23.005,32.94,13.07,195.6006,3.49,0.57,0.010855
272,9,29,2010,12,0,0,29.745,38.07,21.42,188.6562,2.78,0.58,0.016439
273,9,30,2010,12,0,0,27.575,37.55,17.6,190.971,2.17,0.37,0.009247
274,10,1,2010,12,0,0,28.055,38.29,17.82,186.3414,2.3,0.52,0.013364
275,10,2,2010,12,0,0,25.475,37.81,13.14,185.184,0.85,0.45,0.009937
276,10,3,2010,12,0,0,21.655,27.99,15.32,178.2396,4.04,0.43,0.007544
277,10,4,2010,12,0,0,16.995,23.14,10.85,168.9804,6.03,0.43,0.005646
278,10,5,2010,12,0,0,15.845,22.34,9.35,163.1934,4.52,0.55,0.006712
279,10,6,2010,12,0,0,16.835,23.89,9.78,185.184,6.52,0.74,0.009618
280,10,7,2010,12,0,0,17.445,23.86,11.03,160.8786,1.42,0.54,0.007294
281,10,8,2010,12,0,0,19.935,27.29,12.58,168.9804,7.17,0.42,0.006629
282,10,9,2010,12,0,0,16.64,21.06,12.22,159.7212,1.74,0.55,0.00706
283,10,10,2010,12,0,0,17.93,25.99,9.87,177.0822,2.86,0.8,0.011142
284,10,11,2010,12,0,0,20.4,34.45,6.35,166.6656,5.78,0.76,0.012344
285,10,12,2010,12,0,0,21.425,32.04,10.81,163.1934,3.62,0.42,0.007265
286,10,13,2010,12,0,0,18.205,25.86,10.55,159.7212,1.85,0.63,0.008927
287,10,14,2010,12,0,0,10.575,16.54,4.61,155.0916,1.28,0.42,0.003635
288,10,15,2010,12,0,0,13.34,20.29,6.39,145.8324,4.34,0.59,0.006126
289,10,16,2010,12,0,1.97,10.84,20.12,1.56,79.8606,4.64,0.82,0.007223
290,10,17,2010,12,0,0,12.535,20.55,4.52,133.101,2.94,0.3,0.002955
291,10,18,2010,12,0,1.93,9.11,9.8,8.42,76.3884,1.94,0.99,0.007768
292,10,19,2010,12,0,0,12.585,21.1,4.07,157.4064,3.51,0.5,0.004941
293,10,20,2010,12,0,7.72,13.955,19.54,8.37,32.4072,3.83,0.95,0.010266
294,10,21,2010,12,0,0,18.455,26.37,10.54,120.3696,6.77,0.6,0.008636
295,10,22,2010,12,0,0,15.255,24.17,6.34,133.101,0.69,0.62,0.007286
296,10,23,2010,12,0,0,14.37,23.2,5.54,143.5176,4.35,0.4,0.00444
297,10,24,2010,12,0,0,12.15,21.2,3.1,128.4714,2.67,0.71,0.006819
298,10,25,2010,12,0,0,9.425,15.45,3.4,121.527,2.22,0.45,0.003606
299,10,26,2010,12,0,0,12.705,20.62,4.79,140.0454,0.75,0.58,0.005777
300,10,27,2010,12,0,0,16.425,22.11,10.74,136.5732,2.84,0.7,0.008864
301,10,28,2010,12,0,0,16.875,23.57,10.18,115.74,2.74,0.64,0.008339
302,10,29,2010,12,0,0,15.6,26.19,5.01,127.314,4.39,0.59,0.007088
303,10,30,2010,12,0,9.83,13.445,18.87,8.02,77.5458,3.97,0.99,0.010349
304,10,31,2010,12,0,1.53,7.145,8.9,5.39,35.8794,2.62,0.91,0.006249
305,11,1,2010,12,0,0,11.12,14.57,7.67,133.101,1.93,0.7,0.006281
306,11,2,2010,12,0,2.34,4.485,10.22,-1.25,69.444,4.06,0.99,0.005656
307,11,3,2010,12,0,0,11,19.92,2.08,113.4252,4.97,0.49,0.004362
308,11,4,2010,12,0,0,11.045,19.3,2.79,105.3234,3.27,0.59,0.005268
309,11,5,2010,12,0,0,11.41,18.74,4.08,116.8974,3.85,0.89,0.008141
